a_o,c_digo_municipio,municipio,c_digo_departamento,departamento,c_digo_etc,etc,poblaci_n_5_16,tasa_matriculaci_n_5_16,cobertura_neta,cobertura_neta_transici_n,cobertura_neta_primaria,cobertura_neta_secundaria,cobertura_neta_media,cobertura_bruta,cobertura_bruta_transici_n,cobertura_bruta_primaria,cobertura_bruta_secundaria,cobertura_bruta_media,tama_o_promedio_de_grupo,sedes_conectadas_a_internet,deserci_n,deserci_n_transici_n,deserci_n_primaria,deserci_n_secundaria,deserci_n_media,aprobaci_n,aprobaci_n_transici_n,aprobaci_n_primaria,aprobaci_n_secundaria,aprobaci_n_media,reprobaci_n,reprobaci_n_transici_n,reprobaci_n_primaria,reprobaci_n_secundaria,reprobaci_n_media,repitencia,repitencia_transici_n,repitencia_primaria,repitencia_secundaria,repitencia_media
2015,76616,Riofrío,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),2717,101.51,101.51,61.41,93.02,86.85,37.41,120.35,86.31,122.31,139.46,95.15,24.33,25.64,4.93,5.77,3.1,7.27,4.98,87.46,0.0,89.2,83.07,89.66,7.62,0.0,7.7,9.66,5.36,5.24,1.44,4.68,7.27,3.45
2015,76606,Restrepo,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),3152,99.08,99.08,57.41,95.63,84.69,45.69,114.66,91.11,119.46,129.65,86.42,25.53,23.33,3.24,2.85,2.25,4.6,3.42,94.33,0.0,95.57,91.85,94.87,2.44,0.0,2.18,3.56,1.71,2.53,1.22,2.12,4.16,0.24
2015,76563,Pradera,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),11994,76.98,76.91,47.44,74.32,64.03,36.41,88.28,74.78,94.87,91.03,73.22,25.39,21.62,2.24,5.53,1.68,2.76,0.84,94.01,0.0,95.6,91.6,94.5,3.74,0.0,2.72,5.64,4.66,3.44,3.06,4.32,3.05,1.4
2015,76520,Palmira,76,Valle del Cauca,3822.0,Palmira,52226,97.82,97.73,63.5,95.31,81.76,47.39,113.33,92.13,120.48,120.83,92.93,25.25,90.43,4.13,4.21,3.02,5.88,3.23,86.18,0.72,89.7,78.54,90.21,9.69,0.72,7.29,15.58,6.56,7.56,3.25,7.2,10.17,3.44
2015,76497,Obando,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),3186,58.22,58.22,41.16,57.67,48.66,23.92,65.76,54.51,74.89,65.94,48.4,21.91,14.29,0.3,,0.42,0.15,0.46,92.26,0.0,94.12,87.16,94.06,7.44,0.0,5.46,12.69,5.48,1.11,0.0,1.89,0.46,0.46
2015,76403,La Victoria,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),2306,86.99,86.99,46.63,80.0,83.95,54.27,97.96,72.54,103.66,105.39,82.41,20.95,16.67,0.77,,1.02,0.52,1.0,90.86,0.0,95.23,86.12,86.33,8.37,0.0,3.75,13.36,12.67,0.48,0.0,0.68,0.52,0.0
2015,76400,La Unión,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),7097,75.24,75.23,42.12,76.23,68.12,37.94,83.19,53.23,90.65,90.45,65.43,27.27,8.0,1.44,4.01,1.18,1.52,0.98,93.58,0.0,95.2,90.56,95.1,4.98,0.0,3.62,7.92,3.92,1.77,0.0,2.52,1.52,0.33
2015,76377,La Cumbre,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),2018,109.56,109.56,55.75,101.89,101.21,50.6,127.11,85.06,125.38,147.51,112.87,19.13,28.57,3.16,8.78,2.0,3.47,3.32,94.92,0.0,95.79,94.41,95.35,1.92,0.0,2.2,2.13,1.33,3.2,3.38,3.11,3.8,1.66
2015,76364,Jamundí,76,Valle del Cauca,4815.0,Jamundí,23829,86.3,86.29,47.05,81.91,71.91,41.04,116.92,74.54,112.74,130.69,120.38,27.4,64.71,4.54,5.17,4.34,4.89,3.91,86.23,1.29,88.26,81.82,87.04,9.23,1.29,7.41,13.29,9.04,1.61,0.17,1.23,2.76,0.48
2015,76318,Guacarí,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),6256,86.99,86.99,50.57,89.83,70.36,42.21,103.52,82.13,108.07,101.16,107.56,24.94,20.0,3.48,4.3,2.88,4.04,3.73,88.99,0.0,94.12,81.28,87.82,7.53,0.0,3.01,14.67,8.44,0.85,0.86,0.67,1.16,0.65
2015,76306,Ginebra,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),3443,115.16,115.13,57.28,100.07,114.48,68.32,136.8,83.44,121.21,170.96,137.33,23.8,3.33,4.2,3.45,2.77,5.67,4.06,89.61,0.0,94.03,83.97,91.33,6.19,0.0,3.2,10.36,4.61,5.48,2.96,4.41,7.65,3.14
2015,76275,Florida,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),11775,98.76,98.69,56.69,97.1,79.16,46.34,111.75,95.61,124.73,113.57,84.7,24.79,6.52,2.95,2.9,2.0,4.55,2.4,90.46,1.05,93.55,84.45,91.36,6.58,1.05,4.46,11.0,6.24,4.69,3.82,6.09,3.81,2.08
2015,76250,El Dovio,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),1771,87.35,87.35,42.21,96.27,59.35,22.26,97.8,70.13,124.5,90.91,56.18,20.0,28.95,1.43,1.85,0.96,2.6,,91.27,4.63,92.4,87.66,95.0,7.29,4.63,6.64,9.74,5.0,3.99,2.78,4.28,4.33,1.0
2015,76248,El Cerrito,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),10221,97.3,97.28,60.56,96.66,84.17,52.47,108.11,90.9,115.12,113.23,89.82,23.68,5.88,4.23,3.8,3.31,5.81,3.15,88.98,0.76,91.71,84.35,89.37,6.79,0.76,4.98,9.84,7.48,3.14,0.19,4.07,3.44,0.59
2015,76246,El Cairo,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),2088,57.57,57.57,41.76,52.67,45.77,26.69,63.84,48.35,70.99,68.08,45.16,21.39,15.79,6.16,5.68,4.33,8.53,7.35,90.25,0.0,92.95,85.25,91.18,3.59,0.0,2.72,6.22,1.47,0.47,0.0,0.32,0.23,2.21
2015,76243,El Águila,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),2214,77.91,77.91,52.38,78.64,58.57,30.89,88.26,72.49,101.08,89.85,60.98,20.79,21.43,7.29,7.3,6.29,9.29,6.18,89.59,0.0,90.67,86.07,92.7,3.12,0.0,3.04,4.64,1.12,1.56,0.0,1.52,1.96,1.69
2015,76233,Dagua,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),6524,108.2,108.2,69.23,106.95,91.03,39.8,121.29,100.87,137.45,129.62,75.88,21.52,28.38,2.66,3.48,2.6,2.52,2.84,94.03,0.43,94.48,93.23,93.22,3.32,0.43,2.92,4.25,3.94,3.01,0.22,2.34,5.03,0.95
2015,76147,Cartago,76,Valle del Cauca,3821.0,Cartago,24003,85.61,85.59,51.15,81.1,77.55,42.88,97.14,73.73,99.5,107.88,81.42,30.32,93.02,0.93,0.57,0.77,1.25,0.76,88.77,0.57,92.55,80.82,92.87,10.3,0.57,6.68,17.93,6.37,7.35,2.53,6.16,,2.36
2015,76130,Candelaria,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),14072,102.17,102.15,68.14,104.1,86.71,44.81,113.91,93.54,126.55,121.43,80.85,26.33,29.03,3.38,3.71,2.66,3.93,4.4,93.91,0.28,94.4,92.82,94.19,2.71,0.28,2.94,3.25,1.42,2.33,0.28,2.47,2.72,1.64
2015,76126,Calima El Darien,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),2765,100.9,100.9,57.92,98.18,92.56,43.8,116.89,97.5,120.42,130.97,91.03,30.33,13.64,2.46,6.88,2.87,1.02,2.16,97.09,0.0,97.13,97.66,97.84,0.46,0.0,0.0,1.32,0.0,0.21,0.0,0.08,0.51,0.0
2015,76122,Caicedonia,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),5424,80.4,80.4,50.88,82.51,67.24,33.05,92.16,70.26,102.03,96.66,71.23,26.98,4.88,3.34,3.5,2.4,4.86,2.4,86.43,0.0,91.42,78.54,84.83,10.23,0.0,6.18,16.6,12.77,0.65,0.0,0.34,1.14,0.8
2015,76113,Bugalagrande,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),3815,95.31,95.28,59.06,89.55,82.57,53.7,109.25,88.13,115.54,115.21,93.21,19.2,12.2,1.72,2.16,1.61,1.75,1.8,97.65,0.0,98.13,97.06,97.6,0.62,0.0,0.26,1.19,0.6,2.85,0.43,3.09,3.42,1.8
2015,76111,Guadalajara de Buga,76,Valle del Cauca,3820.0,Guadalajara de Buga,19431,109.43,109.36,67.59,103.79,95.68,53.55,126.97,104.96,126.81,142.03,109.09,24.29,60.32,5.36,4.77,4.26,7.37,3.69,85.48,0.27,89.47,77.97,88.05,9.16,0.27,6.28,14.66,8.26,4.86,3.45,4.16,6.64,2.75
2015,76109,Buenaventura,76,Valle del Cauca,3819.0,Buenaventura,94529,83.49,83.23,48.08,85.18,50.81,22.57,99.48,105.51,123.33,88.16,58.92,14.62,33.03,2.94,2.35,2.52,3.87,2.97,92.58,1.55,93.74,89.46,92.62,4.48,1.55,3.74,6.68,4.4,0.61,0.44,0.54,0.9,0.22
2015,76100,Bolívar,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),2787,92.82,92.82,49.8,89.99,78.7,37.7,105.1,82.73,113.88,118.21,67.27,15.1,18.52,3.33,3.88,2.91,3.35,4.94,90.05,0.97,93.36,83.87,91.63,6.62,0.97,3.73,12.77,3.42,3.55,1.94,2.76,5.03,3.42
2015,76054,Argelia,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),1331,66.87,66.87,42.02,64.96,58.56,27.36,76.18,65.55,79.05,84.26,58.02,17.43,19.05,1.59,5.13,2.23,0.31,,95.64,0.0,96.66,94.43,95.6,2.76,0.0,1.11,5.26,4.4,0.96,0.0,0.45,1.86,1.1
2015,76041,Ansermanuevo,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),4090,73.52,73.52,59.77,69.77,59.38,24.78,82.22,75.92,90.35,89.55,50.44,22.42,28.89,8.55,7.06,7.38,11.73,4.65,84.75,0.0,85.87,79.61,89.3,6.7,0.0,6.75,8.66,6.05,5.14,0.0,3.76,9.54,1.86
2015,76036,Andalucía,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),3191,91.54,91.01,56.44,90.11,80.46,44.04,99.75,87.5,112.13,104.55,68.91,21.99,19.05,2.77,3.86,1.97,3.91,1.88,93.79,0.0,95.6,89.67,97.31,3.44,0.0,2.44,6.42,0.81,2.53,1.45,1.89,2.81,4.57
2015,76020,Alcalá,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),4361,45.15,45.15,28.49,44.15,39.24,11.78,50.97,41.37,57.19,57.58,28.53,25.13,6.25,4.86,1.99,2.48,9.07,2.44,88.22,0.0,91.58,81.74,89.02,6.91,0.0,5.94,9.2,8.54,4.01,0.0,3.86,5.44,1.83
2015,76001,Cali,76,Valle del Cauca,3818.0,Cali,440855,79.61,79.36,48.05,77.6,66.95,39.98,89.33,77.07,95.32,93.6,73.1,23.16,99.41,2.01,2.39,1.66,2.53,1.66,91.81,0.61,93.75,87.89,93.44,6.18,0.61,4.59,9.58,4.9,1.38,0.68,1.18,1.95,0.77
2015,73870,Villahermosa,73,Tolima,3815.0,Tolima (ETC),2517,73.3,73.3,43.33,78.36,49.41,29.59,80.17,77.62,100.09,65.85,58.67,24.33,16.67,4.85,4.91,2.82,8.73,4.65,88.21,4.91,91.26,81.64,88.95,6.94,4.91,5.92,9.63,6.4,0.41,0.0,0.38,0.71,0.0
2015,73861,Venadillo,73,Tolima,3815.0,Tolima (ETC),4361,57.51,57.51,36.14,58.01,44.66,25.83,64.43,55.43,72.2,63.29,50.15,27.2,30.77,2.69,5.39,2.65,2.23,2.27,92.01,0.0,91.21,91.67,95.08,5.3,0.0,6.14,6.1,2.65,3.41,1.96,2.65,5.28,2.27
2015,73854,Valle de San Juan,73,Tolima,3815.0,Tolima (ETC),1519,70.38,70.38,26.15,67.08,57.86,40.72,75.97,51.54,85.45,73.98,66.97,24.54,52.63,4.07,5.97,4.12,3.67,4.05,88.56,0.0,87.1,87.93,93.24,7.37,0.0,8.78,8.4,2.7,0.35,0.0,0.36,0.52,0.0
2015,73770,Suárez,73,Tolima,3815.0,Tolima (ETC),959,65.8,65.8,58.23,55.28,58.2,41.51,71.01,79.75,69.1,77.09,59.12,27.73,40.0,4.55,7.94,3.27,6.43,1.06,87.37,0.0,94.18,77.91,89.36,8.08,0.0,2.55,15.66,9.57,0.0,0.0,0.0,0.0,0.0
2015,73686,Santa Isabel,73,Tolima,3815.0,Tolima (ETC),1579,88.28,88.28,53.73,90.36,72.87,28.35,97.66,80.6,111.14,103.98,58.27,20.7,29.63,2.82,3.7,2.98,2.24,3.45,91.95,0.0,94.17,90.22,81.03,5.23,0.0,2.85,7.54,,0.0,0.0,0.0,0.0,0.0
2015,73678,San Luis,73,Tolima,3815.0,Tolima (ETC),4033,64.99,64.99,37.24,65.5,56.01,36.68,71.34,58.56,80.11,70.25,57.78,26.46,41.94,2.7,2.56,2.08,3.06,4.1,90.92,0.0,91.67,89.08,89.34,6.38,0.0,6.25,7.86,6.56,0.18,0.0,0.31,0.11,0.0
2015,73675,San Antonio,73,Tolima,3815.0,Tolima (ETC),3566,92.79,92.79,49.37,93.42,79.56,48.04,103.39,74.84,112.24,107.7,86.61,25.73,50.0,5.38,6.72,4.05,7.76,3.27,88.41,0.0,90.97,82.78,90.77,6.21,0.0,4.99,9.46,5.95,0.0,0.0,0.0,0.0,0.0
2015,73671,Saldaña,73,Tolima,3815.0,Tolima (ETC),3155,87.92,87.8,52.94,84.84,71.87,53.97,95.63,88.24,102.05,92.94,88.29,26.99,38.89,1.98,1.52,1.94,2.38,1.44,94.67,0.0,95.36,91.87,97.12,3.34,0.0,2.7,5.74,1.44,0.84,1.02,0.93,1.08,0.0
2015,73624,Rovira,73,Tolima,3815.0,Tolima (ETC),5113,112.85,112.85,63.08,109.41,96.78,49.44,125.25,95.6,142.31,131.8,82.07,28.92,15.29,6.2,6.21,4.83,8.74,4.43,86.74,0.0,87.9,82.77,89.27,7.06,0.0,7.27,8.49,6.3,0.07,0.0,0.0,0.15,0.17
2015,73622,Roncesvalles,73,Tolima,3815.0,Tolima (ETC),1434,89.05,89.05,46.22,93.32,69.4,24.45,100.28,88.24,117.2,106.57,48.91,20.91,21.43,6.2,8.57,6.13,5.2,8.99,83.86,0.0,86.89,77.6,82.02,9.94,0.0,6.98,17.19,8.99,0.0,0.0,0.0,0.0,0.0
2015,73616,Rioblanco,73,Tolima,3815.0,Tolima (ETC),6954,69.86,69.86,45.7,73.13,51.45,18.48,76.04,73.18,94.4,71.5,37.69,24.63,11.0,6.91,7.01,6.14,8.52,5.52,86.86,1.36,87.46,83.84,89.83,6.23,1.36,6.4,7.64,4.65,0.41,0.23,0.5,0.32,0.29
2015,73585,Purificación,73,Tolima,3815.0,Tolima (ETC),5956,73.89,73.84,37.63,70.09,60.62,43.77,81.93,65.85,88.0,81.9,74.35,23.5,30.0,2.65,7.89,2.56,2.49,0.99,90.64,1.88,90.63,88.56,95.7,6.71,1.88,6.81,8.96,3.31,0.57,0.38,0.68,0.71,0.0
2015,73563,Prado,73,Tolima,3815.0,Tolima (ETC),1585,111.92,111.92,56.92,104.35,93.27,61.81,123.53,112.31,131.38,126.17,103.15,27.77,41.67,4.01,10.07,3.89,3.39,2.56,92.83,0.0,91.89,93.23,97.01,3.16,0.0,4.23,3.39,0.43,0.43,0.0,0.69,0.32,0.0
2015,73555,Planadas,73,Tolima,3815.0,Tolima (ETC),8357,80.15,80.15,46.02,87.81,59.07,26.68,91.73,80.68,121.47,78.52,47.84,25.2,10.78,6.27,4.78,5.21,8.92,5.26,87.22,0.0,89.44,80.78,87.59,6.5,0.0,5.35,10.29,7.14,0.79,0.0,0.97,0.54,1.32
2015,73547,Piedras,73,Tolima,3815.0,Tolima (ETC),1327,75.43,75.43,42.34,65.54,67.04,53.43,83.27,63.06,82.77,89.31,82.35,29.13,50.0,1.47,7.14,1.34,1.0,0.6,90.35,0.0,88.64,90.27,94.05,8.18,0.0,10.02,8.73,5.36,0.92,0.0,0.89,1.5,0.0
2015,73520,Palocabildo,73,Tolima,3815.0,Tolima (ETC),2075,81.59,81.59,62.94,86.61,63.43,25.37,88.48,97.65,106.93,85.14,43.66,29.26,54.17,3.16,3.01,4.0,1.97,2.4,89.06,0.0,88.42,87.66,89.6,7.78,0.0,7.58,10.38,8.0,0.73,0.0,0.32,1.79,0.0
2015,73504,Ortega,73,Tolima,3815.0,Tolima (ETC),8059,90.82,90.82,50.21,86.42,78.2,50.08,100.78,83.54,109.94,99.58,88.25,26.75,27.1,2.29,2.5,1.99,2.52,2.74,93.1,0.0,92.08,92.53,95.64,4.6,0.0,5.93,4.96,1.62,0.53,0.0,0.97,0.2,0.1
2015,73483,Natagaima,73,Tolima,3815.0,Tolima (ETC),4591,70.49,70.46,41.49,65.39,58.44,37.09,79.39,71.01,85.68,79.32,67.39,23.17,27.78,5.19,4.41,3.22,7.88,5.34,87.93,0.0,89.44,83.68,89.82,6.88,0.0,7.34,8.43,4.83,0.57,0.0,0.42,0.92,0.51
2015,73461,Murillo,73,Tolima,3815.0,Tolima (ETC),1243,63.48,63.48,29.25,61.83,50.97,22.61,71.68,61.32,84.16,71.98,43.72,27.5,17.86,0.59,1.54,0.47,0.72,,91.47,0.0,92.67,86.59,96.25,7.94,0.0,6.86,12.68,3.75,2.61,0.0,4.26,1.45,0.0
2015,73449,Melgar,73,Tolima,3815.0,Tolima (ETC),8132,105.15,105.05,80.5,107.01,82.83,49.27,118.63,109.36,130.13,119.58,93.24,26.63,8.0,2.54,2.24,2.51,2.62,2.65,88.94,0.0,91.52,83.5,88.84,8.52,0.0,5.98,13.88,8.52,0.01,0.0,0.03,0.0,0.0
2015,73443,Mariquita,73,Tolima,3815.0,Tolima (ETC),6919,103.95,103.9,62.06,103.46,86.31,45.46,114.57,96.33,123.34,121.45,87.01,27.4,15.56,4.85,6.61,3.65,6.31,4.29,86.36,1.65,89.56,79.8,89.98,8.79,1.65,6.79,13.89,5.72,1.35,0.21,0.67,2.47,1.59
2015,73411,Líbano,73,Tolima,3815.0,Tolima (ETC),8790,89.62,89.6,55.12,85.64,76.27,38.75,106.76,86.36,117.66,110.98,81.0,28.36,18.42,4.34,5.89,3.98,4.55,4.07,86.95,0.17,90.68,80.25,87.27,8.71,0.17,5.33,15.21,8.66,1.75,0.0,1.13,3.17,1.05
2015,73408,Lérida,73,Tolima,3815.0,Tolima (ETC),3568,97.93,97.93,53.24,92.31,80.07,48.64,110.79,93.86,113.96,117.03,98.47,22.55,37.5,3.93,5.18,3.61,4.75,1.96,90.92,0.4,91.79,87.7,94.85,5.15,0.4,4.6,7.55,3.19,0.42,0.0,0.66,0.34,0.0
2015,73352,Icononzo,73,Tolima,3815.0,Tolima (ETC),2408,95.56,95.56,50.48,90.28,86.81,53.52,107.6,72.38,104.02,116.9,117.09,22.87,48.57,4.47,5.92,3.11,6.79,1.94,85.92,0.0,90.09,78.09,90.03,9.61,0.0,6.79,15.12,8.03,0.88,0.0,0.85,1.2,0.55
2015,73349,Honda,73,Tolima,3815.0,Tolima (ETC),4950,85.7,85.7,47.16,79.16,72.92,43.64,102.63,80.74,108.65,111.4,83.44,24.38,60.0,4.19,5.19,4.28,4.28,3.19,87.77,0.37,88.88,84.34,89.68,8.04,0.37,6.84,11.37,7.13,1.92,0.37,1.1,3.62,0.94
2015,73347,Herveo,73,Tolima,3815.0,Tolima (ETC),1780,84.1,84.1,46.98,84.2,65.06,34.63,93.48,67.11,110.58,94.51,60.07,24.17,16.13,4.26,2.0,2.84,7.09,3.57,88.3,0.0,88.27,84.67,95.0,7.44,0.0,8.89,8.24,1.43,5.47,3.0,5.31,6.9,2.86
2015,73319,Guamo,73,Tolima,3815.0,Tolima (ETC),6815,87.13,87.13,45.83,84.04,72.39,47.48,98.74,78.33,111.14,94.82,85.56,25.48,26.42,3.22,3.72,2.23,4.81,2.31,91.83,0.0,92.09,89.75,93.92,4.95,0.0,5.67,5.44,3.77,1.53,1.74,1.94,1.32,0.61
2015,73283,Fresno,73,Tolima,3815.0,Tolima (ETC),6831,92.61,92.61,51.15,97.4,72.6,35.98,103.18,80.18,122.83,101.26,68.84,25.79,27.27,3.78,4.69,2.98,5.04,3.25,90.27,0.0,90.27,87.96,94.77,5.95,0.0,6.75,7.0,1.99,1.93,0.45,2.12,2.4,0.18
2015,73275,Flandes,73,Tolima,3815.0,Tolima (ETC),6129,76.39,76.24,44.69,70.6,63.31,38.96,87.83,84.49,90.35,90.37,78.39,22.14,41.18,2.49,2.94,2.13,2.93,2.27,90.37,0.0,91.61,86.64,92.17,7.14,0.0,6.26,10.42,5.56,0.31,0.0,0.0,0.73,0.51
2015,73270,Falan,73,Tolima,3815.0,Tolima (ETC),2000,86.5,86.5,54.22,78.06,79.04,47.29,100.3,86.75,102.52,95.66,110.84,19.88,50.0,2.1,3.47,2.03,1.56,2.99,90.72,0.0,91.28,88.26,91.88,7.17,0.0,6.69,10.17,5.13,0.97,0.0,1.19,1.25,0.0
2015,73268,Espinal,73,Tolima,3815.0,Tolima (ETC),16711,85.1,85.0,47.38,81.89,70.71,48.09,95.75,87.68,99.52,95.3,91.06,25.27,29.27,3.48,4.75,2.42,5.06,2.0,88.53,0.26,91.31,82.51,92.86,7.98,0.26,6.27,12.43,5.14,1.78,0.66,1.56,2.64,0.73
2015,73236,Dolores,73,Tolima,3815.0,Tolima (ETC),1689,95.68,95.68,64.08,93.12,88.83,44.91,102.72,90.14,110.32,110.28,75.44,26.29,17.86,2.59,2.34,1.82,3.7,2.33,91.64,0.0,92.99,87.94,93.95,5.76,0.0,5.19,8.36,3.72,0.81,0.0,1.17,0.8,0.0
2015,73226,Cunday,73,Tolima,3815.0,Tolima (ETC),2279,80.04,80.04,44.85,75.56,73.08,38.46,91.4,64.43,92.13,102.6,79.29,22.23,17.5,5.18,4.8,2.95,7.59,6.57,90.1,0.0,92.85,85.65,90.61,4.72,0.0,4.2,6.75,2.82,1.3,0.0,1.25,1.97,0.0
2015,73217,Coyaima,73,Tolima,3815.0,Tolima (ETC),7286,84.86,84.86,36.7,84.18,73.24,42.05,92.05,75.43,104.53,92.71,66.72,25.55,40.0,3.19,7.22,2.38,3.59,2.94,90.53,0.82,89.45,90.48,94.39,6.28,0.82,8.17,5.93,2.67,1.34,0.62,1.73,1.33,0.13
2015,73200,Coello,73,Tolima,3815.0,Tolima (ETC),2298,65.27,65.27,43.23,58.59,59.92,29.55,71.37,72.4,70.04,81.19,52.84,20.77,75.0,1.83,2.88,1.02,2.38,2.15,90.37,0.0,92.7,85.87,91.94,7.8,0.0,6.28,11.75,5.91,2.68,1.44,1.75,3.81,3.23
2015,73168,Chaparral,73,Tolima,3815.0,Tolima (ETC),12076,94.92,94.91,52.88,96.8,72.86,35.45,104.62,83.78,122.18,103.7,72.12,24.94,8.23,2.55,2.71,2.29,3.14,1.89,90.07,1.11,91.37,85.54,93.37,7.37,1.11,6.34,11.32,4.74,0.6,0.86,0.83,0.32,0.0
2015,73152,Casabianca,73,Tolima,3815.0,Tolima (ETC),1573,77.88,77.88,73.28,74.59,59.77,33.47,81.82,89.31,93.08,81.2,48.57,31.27,18.52,3.5,5.13,3.72,2.55,4.2,91.84,0.0,91.6,90.28,95.8,4.66,0.0,4.68,7.18,0.0,0.31,0.0,0.32,0.46,0.0
2015,73148,Carmen de Apicalá,73,Tolima,3815.0,Tolima (ETC),1802,106.55,106.49,57.93,106.16,87.81,54.55,117.54,103.45,129.55,116.47,98.43,21.59,75.0,2.45,3.91,2.06,3.13,1.24,92.15,0.0,91.41,90.75,96.28,5.4,0.0,6.53,6.11,2.48,0.0,0.0,0.0,0.0,0.0
2015,73124,Cajamarca,73,Tolima,3815.0,Tolima (ETC),4453,85.27,85.27,49.18,86.11,69.63,33.8,96.72,73.64,112.88,96.95,65.92,28.84,20.51,4.93,4.8,4.37,5.66,5.4,89.85,0.0,92.3,84.92,90.91,5.22,0.0,3.33,9.43,3.69,1.11,0.0,0.83,1.43,2.27
2015,73067,Ataco,73,Tolima,3815.0,Tolima (ETC),5751,84.4,84.4,59.27,90.05,55.34,24.52,92.66,94.15,122.92,75.16,49.26,27.21,13.54,3.42,3.78,3.35,3.99,1.69,93.22,0.0,92.4,92.85,96.85,3.36,0.0,4.26,3.16,1.45,0.77,0.0,0.17,2.26,0.97
2015,97161,Caruru,97,Vaupés,3831.0,Vaupés (ETC),848,77.24,77.24,22.67,82.91,44.64,11.27,91.39,65.33,125.64,84.64,33.8,14.62,11.11,8.86,6.12,8.06,11.59,6.25,84.49,2.04,83.18,84.06,93.75,6.65,2.04,8.76,4.35,0.0,0.69,2.04,0.23,0.97,3.13
2015,73055,Armero,73,Tolima,3815.0,Tolima (ETC),2567,88.74,88.74,51.42,84.16,74.86,40.33,99.49,91.51,104.94,106.6,74.94,24.7,50.0,2.45,2.58,2.18,3.09,1.46,92.41,0.0,93.56,88.72,95.62,5.14,0.0,4.26,8.19,2.92,0.41,0.0,0.45,0.48,0.36
2015,73043,Anzoátegui,73,Tolima,3815.0,Tolima (ETC),4827,43.03,43.03,26.11,42.52,34.47,15.93,45.33,40.15,53.9,44.72,27.43,26.34,32.43,5.9,7.36,4.8,7.04,6.45,87.34,0.0,88.84,84.39,85.71,6.76,0.0,6.37,8.56,7.83,0.0,0.0,0.0,0.0,0.0
2015,73030,Ambalema,73,Tolima,3815.0,Tolima (ETC),1394,88.52,88.52,49.12,89.51,69.57,31.85,95.27,91.23,113.64,96.52,52.42,27.64,50.0,6.55,5.77,5.23,10.14,1.54,87.58,0.0,87.38,83.33,97.69,5.87,0.0,7.38,6.53,0.77,,0.0,7.23,,5.38
2015,73026,Alvarado,73,Tolima,3815.0,Tolima (ETC),1968,86.33,86.33,55.15,84.3,65.16,46.82,93.75,90.3,107.02,87.63,71.91,27.82,60.0,4.25,3.36,2.62,7.27,3.4,89.5,1.34,93.04,83.74,86.41,6.24,1.34,4.33,9.0,10.19,0.39,0.0,0.23,0.52,0.97
2015,73024,Alpujarra,73,Tolima,3815.0,Tolima (ETC),1039,73.82,73.82,40.91,76.17,67.24,43.43,78.34,55.68,86.68,82.47,61.14,22.17,29.41,1.47,2.04,1.62,1.39,0.93,92.14,0.0,92.72,89.2,95.33,6.39,0.0,5.66,9.41,3.74,0.0,0.0,0.0,0.0,0.0
2015,73001,Ibagué,73,Tolima,3816.0,Ibagué,114652,86.02,85.89,54.38,81.33,75.1,46.99,98.2,85.2,100.84,105.37,84.02,25.47,45.87,3.46,3.95,2.86,4.42,2.44,88.12,0.97,91.39,81.85,91.62,8.41,0.97,5.75,13.73,5.94,0.58,0.14,0.49,0.83,0.35
2015,70823,Toluviejo,70,Sucre,3813.0,Sucre (ETC),4457,103.32,103.25,71.54,104.76,79.18,43.6,122.73,139.1,139.73,118.73,78.68,22.38,72.0,3.58,2.93,3.14,4.41,3.68,87.29,2.93,86.67,85.94,87.43,9.12,2.93,10.19,9.65,8.9,0.47,0.0,0.7,0.44,0.0
2015,70820,Santiago de Tolú,70,Sucre,3813.0,Sucre (ETC),8237,87.22,87.16,71.37,84.87,66.49,33.26,102.08,146.26,116.51,94.34,59.88,24.77,39.13,0.69,0.69,0.96,0.46,,86.83,2.75,90.02,77.12,91.7,12.49,2.75,9.02,,8.3,0.09,0.0,0.13,0.05,0.18
